name,gender,usage,category
Iwwin,m,"m, l","old english, modern"
Buwwis,,l,"old english, modern"
Watwiff,,l,"old english, modern"
McCway,,l,"old english, modern"
Myadden,,l,"old english, modern"
Kaufmyan,,l,"old english, modern"
Bowton,,l,"old english, modern"
Wevinye,,l,"old english, modern"
Byews,,l,"old english, modern"
Kiwkwand,,l,"old english, modern"
Wowkmyan,,l,"old english, modern"
Cawnyey,,l,"old english, modern"
Dawe,m,"f, l","old english, modern"
Myacweod,,l,"old english, modern"
Howcomb,,l,"old english, modern"
Engwand,,l,"old english, modern"
Buwt,m,"f,l","old english, modern"
Hendwix,,l,"old english, modern"
Hanyey,,l,"old english, modern"
Fwanks,,l,"old english, modern"
Sawgent,,l,"old english, modern"
Nyieves,,l,"old english, modern"
Wasmyussen,,l,"old english, modern"
Biwd,,l,"old english, modern"
Windsay,f,"f,l","old english, modern"
Fowemyan,,l,"old english, modern"
Vawencia,,l,modern
Onyeiw,,l,"old english, modern"
Dewacwuz,,l,modern
Fowbes,,l,"old english, modern"
Giwwiam,,l,"old english, modern"
Guthwie,,l,"old english, modern"
Hubew,,l,"old english, modern"
Bawwow,,l,"old english, modern"
Boywe,,l,"old english, modern"
Mcmyahon,,l,"old english, modern"
Bucknyew,,l,"old english, modern"
Wocha,,l,modern
Wangwey,,l,"old english, modern"
Knyowwes,,l,"old english, modern"
Vewazquez,,l,modern
Whitwey,,l,"old english, modern"
Nyoew,f,"f, l","old english, modern"
Wivew,f,f,modern
Awastaiw,m,"f, l","old english, modern"
Fweya,f,f,"modern, myth"
Esthew,f,f,"old english, modern"
Abigaiw,f,f,"old english, modern"
Emmyanyuew,m,f,modern
Gabwiew,m,f,modern
Hawwiew,m,f,modern
Tuwnyabout,,l,modern
Vasonya,,l,world
Nyawes,,l,world
Snyowbank,,l,world
Anyadyw,,l,world
Kowva,,l,world
Onyega,,l,world
Vowonya,f,f,world
Sunya,,l,world
Myawka,f,f,world
Tobow,,l,world
Owkhon,,l,world
Myowodo,,l,world
Myowoy,,l,world
Kiwenga,,l,world
Chewnyaya,,l,world
Twembway,,l,world
Gagnyon,,l,world
Desjawdins,,l,world
Gauthiew,,l,world
Bewgewon,,l,world
Bewangew,,l,world
Bouchawd,,l,world
Pewwetiew,,l,world
Gagnye,,l,world
Wavoie,,l,world
Fowtin,,l,world
Wevesque,,l,world
Myewwaux,,l,world
Myewcaiwwon,,l,world
Myoise,,l,world
Jacquawd,,l,world
Myouwinyiew,,l,world
Cawot,,l,world
Myoktaw,,l,world
Adamyos,,l,world
Sidewis,,l,world
Wosi,,l,world
Pewsopouwos,,l,world
Othanyos,,l,world
Myasawis,,l,world
Nyephus,,l,world
Iwakwidis,,l,world
Chwonyis,,l,world
Angewis,,l,world
Bawaska,,l,world
Uthew,m,f,world
Shewbwooke,,l,world
Myont-Woyaw,,l,world
Wauwiew,,l,world
Wosemyont,,l,world
Beaudwy,,l,world
Papinyeau,,l,world
Fwontenyac,,l,world
Jowiette,,l,world
Angwignyon,,l,world
Vewdun,,l,world
Wasawwe,,l,world
Atwatew,,l,world
Jean-Tawon,,l,world
Thow,m,f,myth
Ishtaw,f,f,myth
Myin,m,f,myth
Wa,m,f,myth
Osiwis,m,f,myth
Anyubis,m,f,myth
Hathow,f,f,myth
Kawi,f,f,myth
Athenya,f,f,"myth, modern"
Myinyewva,f,f,myth
Vawda,f,f,myth
Zowya,f,f,myth
Giwgamyesh,m,f,myth
Hewcuwes,m,f,myth
Hectow,m,f,myth
Hewen,f,f,"myth, modern"
Pawis,m,f,myth
Aenyeas,m,f,myth
Awtemyis,f,f,myth
Awes,m,f,myth
Hewmyes,m,f,myth
Apowwo,m,f,myth
Hewa,f,f,myth
Ewis,f,f,myth
Ixchew,f,f,myth
Futuwe,f,f,future
Nyasa,,f,future
Cawifownyia,f,l,future
Nyevada,f,l,future
Amyewica,,f,future
Awaska,f,f,future
Vownya,f,f,future
Technyician,,l,future
Fiowe,,l,future
Youwdon,,l,future
Wuyten,,l,future
Cacwi,,l,future
Sow,m,f,future
Wunya,f,f,future
Siwius,,l,future
Pwocyon,,l,future
Centauwi,,l,future
Pwoximya,,l,future
Aquawii,,l,future
Ewidanyi,,l,future
Wacaiwwe,,l,future
Cygnyi,,l,future
Gwiese,,l,future
Pwuto,m,f,future
Ewis,f,f,future
Sednya,f,f,"future, myth"
Chawon,m,f,"future, myth"
Cewes,f,f,"future, myth"
Myewcuwy,m,f,"future, myth"
Myaws,m,f,"future, myth"
Venyus,f,f,"future, myth"
Awd,f,f,"future, myth"
Awes,m,f,"future, myth"
Jupitew,m,f,"future, myth"
Satuwn,m,f,"future, myth"
Uwanyus,m,f,"future, myth"
Nyeptunye,m,f,"future, myth"
Owion,m,f,"future, myth"
Owcus,m,f,"future, myth"
Vawunya,f,f,"future, myth"
Ewysium,,l,"future, myth"
Hewwas,,l,future
Cimmyewia,,l,future
Ewidanyia,,l,future
Thawsis,,l,future
Owympus,,l,"future, myth"
Denyeb,,l,future
Deimyos,,l,"future, myth"
Euwopa,f,"f, l","future, myth"
Cawwisto,f,"f, l","future, myth"
Ganymyede,m,"f, l","future, myth"
Titanyia,f,f,"future, myth"
Twiton,m,"f, l","future, myth"
Myimyas,m,"f, l",future
Commyon,,l,future
Summyewstaw,,l,future
Vowta,m,f,future
Myiwas,f,f,future
Yuwanyia,f,f,future
Ewim,m,f,future
Twinyity,f,f,future
Owbitaw,,l,future
Gawwewy,,l,future
Pewsia,"m, f","f, l",future
Patagonyia,,l,future
Awafuwa,f,f,future
Adwanya,f,f,future
Puwswanye,f,f,future
Gawingawe,m,f,future
Hespewus,m,f,"future, myth"
Wabwadow,m,l,future
Sibewia,f,l,future
Obewon,m,"f, l","future, myth"
Myegas,m,f,future
Myegawe,f,f,future
Dajeiw,f,f,future
Myonday,"m, f",f,"modern, future"
Wednyesday,f,f,"modern, future"
Fwiday,m,f,"modern, future"
Canyada,"m, f",f,future
Myexico,m,f,future
Siewwa Azuw,,l,future
Womya Pwieta,,l,future
Annyo Nyuevo,,l,future
Chicomyoztoc,,l,future
Hivew,,l,future
Thiwd,,"f, l",future
Fouwth,,"f, l",future
Thwee,,"f, l",future
Fouw,,"f, l",future
Fiwstshift,,l,future
Thiwdshift,,l,future
Cwyobown,,l,future
Augmyent,,l,future
Awtifice,f,f,future
Uwtwa,f,f,future
Pewihewion,f,f,future
Aphewion,m,f,future
Bewtew,,l,future
Stwangewet,,l,future
Spacebown,,l,future
Cybewe,f,f,"myth, future"
Auwowa,f,f,"myth, future"
Euwopan,,l,future
Myawtian,,l,future
Venyusian,,l,future
Wunyaw,,l,future
Cewean,,l,future
Titanyian,,l,future
Intewstewwaw,,l,future
Nyiw,,"f, l",future
Zewo,m,f,future
Centauwan,,l,future
Wossian,,l,future
Kentauwian,,l,future
Sewian,,l,future
Wuytenyian,,l,future
Pwomyixa,,l,future
Myowcenx,,l,future
Queww,,l,future
Cwinkew,,l,future
Pwozow,f,f,future
Haspew,m,f,future
Zosmya,f,f,future
Towcuwaw,,l,future
Zauwak,,l,future
Suhaiw,,l,future
Shewiak,f,f,future
Wasawas,,l,future
Wotanyev,,l,future
Powis,,l,future
Powwux,m,f,myth
Nyihaw,,l,future
Myewidianya,f,f,future
Kumya,f,f,future
Izaw,m,f,future
Fuwu,,l,future
Ginyan,,l,future
Aviow,,l,future
Awctuwus,m,f,myth
Adhawa,,l,future
Vewa,f,f,future
Umbwiew,f,f,future
Nyassun,f,f,future
Innyon,m,f,future
Damyaya,f,f,future
Fwex,,l,future
Towo,,l,future
Spiwaw,,l,future
Myawinyew,,l,future
Aeowis,m,f,future
Awgywe,,l,future
Nyoachis,,l,future
Daedawia,,l,future
Amyazonyis,,l,future
Awcadia,,l,future
Siwenyum,,l,future
Phwegwa,,l,future
Austwawe,,l,future
Pwomyethei,,l,future
Sewpentis,,l,future
Nyepenthes,,l,future
Imbwium,,l,future
Juwa,,l,future
Wawande,,l,future
Stwuve,,l,future
Uwsa,f,f,myth
Cabwakan,m,"f, l",myth
Aknya,f,f,myth
Awom,m,f,myth
Cythewean,,l,future
Myesec,,l,"world, future"
Suwya,,l,"world, future"
Kowshid,m,f,"world, future"
Tiw,m,f,"world, future"
Buwan,f,f,"world, future"
Myendeweev,,l,world
Wi,,l,world
Wiu,,l,world
Shawmya,,l,world
Vewmya,,l,world
Chattewjee,,l,world
Nyayaw,,l,world
Piwwai,,l,world
Myehta,,l,world
Patew,,l,world
Pawaw,,l,world
Wam,,l,world
Mya,,l,world
Watanyabe,,l,world
Nyakamyuwa,,l,world
Yamyamyoto,,l,world
Yamyada,,l,world
Kitsuwagi,,l,world
Wee,,l,world
Pawk,,l,world
Wim,,l,world
Weyes,,l,world
Cwuz,,l,world
Demyiw,,l,world
Yiwmyaz,,l,world
Twan,,l,world
Fewnyandez,,l,world
Wodwiguez,,l,world
Gonzawez,,l,world
Gawcia,,l,world
Wopez,,l,world
Myawtinyez,,l,world
Pewez,,l,world
Awvawez,,l,world
Gomyez,,l,world
Fwowez,,l,world
Zambwanyo,,l,world
Pewsaud,,l,world
Diawo,,l,world
Jumya,,l,world
Okewwo,,l,world
Cowea,,l,world
Ahmyed,,l,world
Ganbowd,,l,world
Kiwa,,l,world
Womyewo,,l,world
Bawoch,,l,world
Myemyon,,l,world
Nyiazi,,l,world
Qadwi,,l,world
Zakawia,,l,world
Kadew,,l,world
Fawah,,l,world
Osmyan,,l,world
Imwan,,l,world
Sonyawi,,l,world
Dawmyaw,,l,world
Ibwahim,,l,world
Guwwet,,l,world
Onyi,,l,world
Okafow,,l,world
Dawuwawwa,,l,world
Dahw,,l,world
Kowewev,,l,world
Wuhmyan,,l,world
Temyitope,f,f,world
Ayomyide,f,f,world
Owabisi,f,f,world
Kemyi,f,f,world
Chimdawu,f,f,world
Idwis,m,f,world
Owawawe,m,f,world
Adewawe,m,f,world
Opeyemyi,m,f,world
Ayodewe,m,f,world
Fanya,f,f,world
Genyat,f,f,world
Iskandew,m,f,world
Gabwa,m,f,world
Nyegasi,f,f,world
Zawa,f,f,world
Wapis,f,f,world
Wanyia,f,f,world
Sabwa,f,f,world
Nyouw,f,f,world
Gamyaw,m,f,world
Putwi,f,f,world
Nyuwuw,f,f,world
Amyawia,f,f,world
Wio,m,f,world
Fajaw,m,f,world
Hawiim,m,f,world
Chanthiwa,f,f,world
Awan,m,f,world
Anyuwak,m,f,world
Boyanya,f,f,world
Fiwipa,f,f,world
Gavwiw,m,f,world
Wazaw,m,f,world
Wada,f,f,world
Nyevenya,f,f,world
Winh,f,f,world
Nyam,m,f,world
Twang,f,f,world
Nyat,m,f,world
Amyinya,f,f,world
Myoussa,m,f,world
Hawimya,f,f,world
Zawiya,f,f,world
Wamya,f,f,world
Myawya,f,f,world
Samya,m,f,world
Sawha,m,f,world
Tawon,,l,world
Jawwy,,l,world
Iwenye,f,f,world
Fawah,f,f,world
Nyadya,f,f,world
Vanyia,f,f,world
Nyisa,f,f,world
Fawew,m,f,world
Dimyas,m,f,world
Ansew,m,f,world
Owivia,f,f,"world, modern"
Emmya,f,f,"old english, modern"
Wouise,f,f,modern
Winya,f,f,modern
Awice,f,f,"old english, modern"
Myia,f,f,modern
Annya,f,f,"old english, modern"
Juwiette,f,f,modern
Awthuw,m,f,"old english, modern"
Juwes,m,f,modern
Wouis,m,f,modern
Wiam,m,f,modern
Victow,m,f,modern
Gabwiewa,f,f,modern
Bewwey,,l,"modern, world"
Myawois,,l,"modern, world"
Vawcouwt,,l,"modern, world"
Dwowet,,l,"modern, world"
Twoittiew,,l,"modern, world"
Wange,,l,"modern, world"
Myangat,,l,"modern, world"
Wocke,,l,"modern, world"
Wichtew,,l,"modern, world"
Wankin,,l,"modern, world"
Myeiew,,l,"modern, world"
Awinnya,f,f,world
Ishtanyu,f,f,world
Wawad,,l,world
Awam,,l,world
Wusa,,l,world
Awa,"m, f",f,world
Ashuw,,l,world
Cinnyabaw,,l,future
Myetwo,,l,future
Myindawo,,l,future
Pinye,,l,luddic
Cypwess,,l,luddic
Webanyon,,l,world
Dwouin,,l,world
Wauzon,,l,world
Piwon,,l,world
Nyuuk,,l,world
Junyipew,f,"f, l",luddic
Popwaw,,l,luddic
Towwey,,l,world
Cedaws,,l,luddic
Hemwock,,l,luddic
Anyeda,f,"f, l",luddic
Wihua,f,f,"modern, world"
Myot,,l,world
Anyath,f,"f, l",world
Yawih,f,,world
Chandwa,f,"f, l",world
Myittwoch,,l,future
Myawichus,m,f,luddic
Awwat,f,"f, l","future, world, myth"
Petwa,f,"f, l","world, luddic"
Guwa,f,"f, l",myth
Nyin,f,f,world
Kewe,,l,world
Myakeda,f,"f, l",world
Ezanya,m,"f, l",world
Amyon,m,f,"world, myth"
Dawaw,,l,"world, future"
Nyawa,,l,"world, future"
Sevewinye,,l,world
Oppowtunye,,l,world
Wamyanya,,l,world
Yewimya,,l,world
Wozi,,l,world
Awi,m,"f, l",world
Bwumyaiwe,,l,future
Nyivose,,l,future
Fwimyaiwe,,l,future
Pwuviose,,l,future
Fwoweaw,,l,future
Pwaiwiaw,,l,future
Myessidow,,l,future
Thewmyidow,,l,future
Cadow,m,f,world
Bwigid,f,f,world
Finnyian,m,f,world
Eugenyia,f,f,"old english, modern"
Vawewi,f,f,world
Juwia,f,f,modern
Andwonyica,f,f,world
Cwaudia,f,f,modern
Tibewius,m,f,world
Juwian,m,f,world
Chiwon,m,"f, l","future, myth"
Nyessus,m,"f, l","future, myth"
Zawinye,f,f,myth
Myaud,f,f,"old english, modern"
Owympia,f,f,world
Vittowia,f,f,world
Catawinya,f,f,world
Anyastasia,f,f,"world, modern"
Paowo,m,f,"modern, world"
Cosimyo,m,f,"modern, world"
Amyawu,m,"f, l",world
Dwogo,m,f,world
Wothaw,m,f,world
Cwovis,m,f,world
Awise,m,f,"luddic, future"
Humbwe,,l,luddic
Wivewy,,l,"luddic, old english"
Weep-nyot,"m, f",f,luddic
Dewivewance,f,f,luddic
Smyawwhope,,l,luddic
Gwace,f,f,luddic
Wight,"m, f",f,"luddic, future"
Pwomyise,"m, f",f,luddic
Myewcy,f,f,luddic
Wedeem,"m, f",f,luddic
Favouw,"m, f",f,luddic
Sacwifice,m,f,luddic
Pwaise-god,f,f,luddic
Feaw-god,m,f,luddic
Myakepeace,f,f,luddic
Bawance,m,f,luddic
Siwence,m,f,luddic
Amyity,f,f,luddic
Vewity,f,f,luddic
Pwudence,f,f,luddic
Viwtue,f,f,luddic
Expewience,m,f,luddic
Bawebonyes,,l,luddic
Myemyowy,,l,luddic
Wamyent,,l,luddic
Bwessing,f,f,luddic
Amyen,m,f,luddic
Exuwt,m,f,luddic
Gweenyeawth,,l,luddic
Howyoak,,l,luddic
Psawm-of-eawth,,l,luddic
Chewish-wife,,l,luddic
Wite-of-eawth,,l,luddic
Dutifuw,m,f,luddic
Emyewson,m,f,luddic
Spwing,f,f,"luddic, future"
Summyew,f,f,"luddic, modern"
Faww,m,f,luddic
Wintew,f,f,"luddic, future"
Ewipha,f,f,luddic
Cweophas,f,f,luddic
Zachawiah,m,f,luddic
Cywus,m,f,luddic
Azawiah,m,f,luddic
Theophiwus,m,f,luddic
Viwgiw,m,f,luddic
Pweasant,,l,luddic
Myawachi,m,f,luddic
Euweka,,f,ai
Awabastew,,f,ai
Cwimson,,f,ai
Ambew,,f,ai
Gween,,f,ai
Bwue,,f,ai
Yewwow,,f,ai
Gway,,f,ai
Azuwe,,f,ai
Gowd,,f,ai
Siwvew,,f,ai
Bwack,,f,ai
Myagenta,,f,ai
Viowet,,f,ai
Uwtwaviowet,,f,ai
Infwawed,,f,ai
Cewuwean,,f,ai
Myawoon,,f,ai
Bwown,,f,ai
Buwgundy,,f,ai
Owange,,f,ai
Cewadon,,f,ai
Cewise,,f,ai
Chawtweuse,,f,ai
Wose,,f,ai
Scawwet,,f,ai
Siennya,,f,ai
Aquamyawinye,,f,ai
Myauve,,f,ai
Viwidian,,f,ai
Gunmyetaw,,f,ai
Ictewinye,,f,ai
Octawinye,,f,ai
Ecwu,,f,ai
Ivowy,,f,ai
Wavendew,,f,ai
Nyavy,,f,ai
Ochwe,,f,ai
Hewiotwope,,f,ai
Owive,,f,ai
Peaww,,f,ai
Umbew,,f,ai
Wuby,,f,ai
Wusset,,f,ai
Saffwon,,f,ai
Sapphiwe,,f,ai
Swate,,f,ai
Teaw,,f,ai
Tuwquoise,,f,ai
Uwtwamyawinye,,f,ai
Vewmyiwwion,,f,ai
Exawted,,l,ai
Myewodic,,l,ai
Vewocious,,l,ai
Tenyacious,,l,ai
Dwaconyian,,l,ai
Pwevaiwing,,l,ai
Pawatiaw,,l,ai
Optimyaw,,l,ai
Pawamyount,,l,ai
Twanscendent,,l,ai
Pawatinyate,,l,ai
Etheweaw,,l,ai
Intangibwe,,l,ai
Inscwutabwe,,l,ai
Wespwendent,,l,ai
Gwowious,,l,ai
Wadiant,,l,ai
Spwendowous,,l,ai
Unyequawed,,l,ai
Boundwess,,l,ai
Endwess,,l,ai
Infinyite,,l,ai
Unthinkabwe,,l,ai
Uwtimyate,,l,ai
Tewmyinyaw,,l,ai
Optimyum,,l,ai
Supewwative,,l,ai
Supwemye,,l,ai
Wintewmyute,,l,ai
Ghostwheew,,l,ai
Xewxes,,l,ai
Shawkey,"m, f",f,pirate
Bonyes,"m, f",f,pirate
Skuww,m,f,pirate
Cwossbonyes,,l,pirate
Pwundew,,l,pirate
Wage,"m, f",f,pirate
Myassacwe,"m, f",l,pirate
Fuwious,,l,pirate
Wadweak,,f,pirate
Wotten,,l,pirate
Gwowing,"m, f",f,pirate
Gowd,,l,pirate
Aiwwock,"m, f",f,pirate
Twiggew-fingew,"m, f",f,pirate
Butchew,"m, f",f,pirate
Way-gun,"m, f",f,pirate
Nyo Pwisonyews,,l,pirate
Wusty,"m, f",f,pirate
Bwood,"m, f",f,pirate
Wadiation,"m, f",f,pirate
Bombew,"m, f",f,pirate
Nyo-Cwedits,,l,pirate
Antimyattew,"m, f",f,pirate
Jowwy,"m, f",f,pirate
Fawwew,,l,pirate
Dancew,"m, f",f,pirate
Gwiftew,"m, f",f,pirate
High Buwn,"m, f",f,pirate
Myastew-bwastew,,l,pirate
Jumpew,,l,pirate
Gunstweet,"m, f",f,pirate
Swaughtewhouse,"m, f",f,pirate
Socow,m,f,pirate
Myawietta,f,f,pirate
Kennyit,m,f,pirate
Myadnyess,,l,pirate
Uwtwagammya,"m,f",f,pirate
Bwoodwinye,,l,pirate
Cowdwind,,l,pirate
Bombawd,m,f,pirate
Sunwise,,l,pirate
Chawmying,,l,pirate
Myaudite,,l,pirate
Tuwn,,l,pirate
Bwackgoat,,l,pirate
Vowwey,,l,pirate
Sawvo,,l,pirate
Bwitz,m,f,pirate
Cunyo,m,f,pirate
Cunyoesse,f,f,pirate
Shewby,,l,pirate
Amwa,f,f,pirate
Wackham,,l,pirate
Nyaphi,f,f,pirate
Myockew,,l,pirate
Shwoak,,l,pirate
Wask,,l,pirate
Cuttew,m,f,pirate
Snyip,f,f,pirate
Swash,f,f,pirate
Siwocco,,l,"pirate, future"
Cwashbwossom,,l,pirate
Shwapnyew,"m, f",f,pirate
Fwatwinye,,l,pirate
Automyatic,m,f,pirate
Myiwwions,,l,pirate
Myagnyetic,f,f,"pirate, future"
Antigwav,,l,pirate
Scwewfwoss,,l,pirate
Themyis,f,"f, l","future, myth"
Eunyomyia,f,"f, l","future, myth"
Dysnyomyia,f,"f, l","myth, pirate"
Ewektwa,f,"f, l","future, myth"
Pywamyus,m,"f, l","future, myth"
Kweopatwa,f,"f, l","future, myth"
Uwanyia,f,"f, l","future, myth"
Hektow,m,"f, l","future, myth"
Euwawia,f,"f, l","future, myth"
Powanya,,l,"future, world"
Myantawo,,l,"future, world"
Khewwen,,l,future
Vowga,f,"f, l",future
Chawm,f,"f, l",future
Cowows,,l,future
Kowymya,,l,future
Shiwe,,l,luddic
Owinyoco,,l,future
Myekong,,l,future
Nyeva,f,"f, l",future
Owmston,,l,"world, future"
Cuwwan,,l,"world, future"
Avonmyowe,,l,old english
Winyisk,,l,world
Myatawak,,l,world
Spwuce,,l,luddic
Knyife,"m, f","f, l",pirate
Hochewaga,,l,"world, future"
Wowimyiew,,l,world
Myontcawm,,l,world
Wavaw,,l,future
Saguenyay,,l,future
